"LkupReferenceID","FdReferenceName","FdCitationDescription"
"1336","Treacy, S.D. 1985.","Feeding habits of marine mammals from Grays Harbor, Washington to Netarts Bay, Oregon. In: Beach, R.J., A.C. Geiger, S.J. Jeffries, S.D. Treacy, B.L. Troutman. Marine mammals and their interactions with fisheries of the Columbia River and adjacent waters, 1980-1982. , p 149-198. NOAA/NMFS/NWAFC Processed Report 85-04. 316 p."
"1337","Tricas, T.C. 1979.","Relationships of the blue shark, Prionace glauca, and its prey species near Santa Catalina Island, California. Fishery Bulletin 77(1):175-182."
"1338","Triplett, E.L. 1960.","Notes on the life history of the barred surfperch, Amphistichus argenteus Agassiz, and a technique for culturing embiotocid embryos. California Department of Fish and Game 46(4):433-439."
"1339","Trumble, S.J. 1995.","Abundance, movements, dive behavior, food habits, and mother - pup interactions of harbor seals (Phoca vitulina richardsi) near Monterey Bay, California. M.S. Thesis, California State University Fresno. 100 p."
"1340","Tupen, J.W. 1990.","Movement and growth of tagged California halibut, Paralichthys californicus, off the central coast of California. California Department of Fish and Game, Fish Bulletin 174:199-206."
"1341","Turner, C.H. and E.E. Ebert. 1962.","The nesting of Chromis punctipinnis (Cooper) and a description of their eggs and larvae. California Department of Fish and Game 48(4):243-248."
"1342","Turner, C.H. and E.E. Ebert. 1963","Author was cited in Cailliet et al. 2000 but the full citation was missing."
"1343","Turner, C.L. 1938.","Histological and cytological changes in the ovary of Cymatogaster aggregata during gestation. Journal of Morphology 62(2):351-369."
"1344","Turner, C.L. 1947.","Viviparity on teleost fishes. The Scientific Monthly 65:508-518."
"1345","Turner, C.L. 1952.","An accessory respiratory device in embryos if the embiotocid fish, Cymatogaster aggregata, during gestation. Copeia 1952(3):146-147."
"1346","Turner, C.H. 1960.","Smelt (Atherinidae). In: California ocean fisheries resources to the year 1960, p. 54-55. California Department of Fish and Game, 79 p."
"1347","Turner, C.H., E.E. Ebert, and R.R. Given. 1969.","Man-made reef ecology. California Department of Fish and Game, Fish Bulletin 146, 221 p."
"1350","Urquhart, A.F. 1984.","Macroalgal digestion by Cebidichthys violaceus, a temperate marine fish with highly acidic stomach fluids. M.A. Thesis, California State University Fullerton. 93 p."
"1352","Valle, C.F., J.W. O'Brien, and K.B. Wiese. 1999.","Differential habitat use by California halibut, Paralichthys californicus, barred sand bass, Paralabrax nebulifer, and other juvenile fishes in Alamitos Bay, California. Fishery Bulletin 97:646-660."
"1353","VanBlaricom, G.R. 1976.","Preliminary observations on interactions between two bottom-feeding rays and a community of potential prey in a sublittoral sand habitat in southern California. p 153-162. National Oceanic and Atmospheric Administration, Astoria, Oregon."
"1354","VanCleve, R. and S.Z. El-Sayad. 1969.","Age, growth, and productivity of an English sole (Parophrys vetulus) population in Puget Sound, Washington. Pacific Marine Fisheries Commission Bulletin 7:51-71."
"1355","VanDykhuizen, G.S. 1983.","Activity pattern and feeding chronology of the kelp rockfish, Sebastes atrovirens, in a central California kelp forest. M.A. Thesis, San Jose State University. 61 p."
"1356","VanDykhuizen, G., H.F. Mollet, and J.M. Ezcurra. 1998.","Homing behavior of a sevengill shark released from the Monterey Bay Aquarium. California Department of Fish and Game 84(4):180-181."
"1357","Vance, R.R. and R.J. Schmitt. 1979.","The effect of the predator-avoidance behavior of the sea urchin Centrostephanus coronatus, on the breadth of its diet. Oecologia 44:21-25."
"1358","Vasquez-Yeomans, L. and E. Sosa-Cordero. 1992.","Culture of grunion Leuresthes tenuis (Ayres) larvae to metamorphosis, in the laboratory. Ciencias Marinas 18(2):1-18."
"1359","VenTresca, D.A. 1992.","Vermillion rockfish. In: W.S. Leet, C.M. Dewees, and C.W. Haugen (Editors), California's living marine resources and their utilization, p 123-124. California Sea Grant Extension Program, Department of Wildlife and Fisheries Biology, University of California, Davis, California Sea Grant Extension Publication UCSGEP-92-12."
"1360","VenTresca, D.A., R.H. Parrish, J.L. Houk, M.L. Gingras, S.D. Short, and N.L. Crane. 1995.","El Nino effects on the somatic and reproductive condition of blue rockfish, Sebastes mystinus. California Cooperative Oceanic Fisheries Investigations Reports 36:167-174."
"1362","VenTresca, D.A., J.L. Houk, M.J. Paddack, M.L. Gingras, N.L. Crane, and S.D. Short. 1996.","Early life-history studies of nearshore rockfishes and lingcod off central California, 1987-92. California Department of Fish and Game, Marine Resources Division 96-4, 77 p."
"1363","Vetter, R.D. and E.A. Lynn. 1997.","Bathymetric demography, enzyme activity patterns, and bioenergetics of deep-living scorpaenid fishes (genera Sebastes and Sebatolobus): paradigms revisited. Marine Ecology Progress Series 155:173-188."
"1364","Vetter, R.D., V. Buonaccorsi, C. Taylor, M. Westerman, J. Stannard, C. Kimbrell, and E. Lynn. 2000.","Conservation genetics of nearshore rockfishes (Sebastes), captured in the California live-fish fishery. Abstract, 11th Western Groundfish Conference, April 24-28, 2000, Sitka, Alaska, p. 22."
"1365","Victor, B.C. 1986.","Duration of the planktonic larval stage of one hundred species of Pacific and Atlantic wrasses (family Labridae). Marine Biology 90:317-326."
"1366","Vojkovich, M. and R.J. Reed. 1983.","White seabass, Atractoscion nobilis, in California-Mexican waters: status of the fishery. California Cooperative Oceanic Fisheries Investigations Reports 24:79-83."
"1367","Vojkovich, M. 1992.","White Seabass. In: W.S. Leet, C.M. Dewees, and C.W. Haugen (Editors), California's Living Marine Resources and Their Utilization, p 165-168. California Sea Grant Extension Program, Department of Wildlife and Fisheries Biology, University of California, Davis, California Sea Grant Extension Publication UCSGEP-92-12."
"1369","Wakefield, W.W. and K.L. Smith Jr. 1990.","Ontogenetic vertical migration in Sebastolobus altivelis as a mechanism for transport of particulate organic matter at continental slope depths. Limnology and Oceanography 35(6):1314-1328."
"1370","Wakefield W.W. II, 1990.","Patterns in the distribution of demersal fishes on the upper continental slope off central California with studies on the role of ontogenetic vertical migration in particle flux. Ph.D. Thesis, Scripps Institute of Oceanography, University of California San Diego. 281 p."
"1371","Waldron, K.D. 1968.","Early larvae of the canary rockfish, Sebastodes pinniger. Journal of the Fisheries Research Board of Canada 25(4):801-803."
"1372","Wales, J.H. 1928.","Notes on some perch of the family Embiotocidae. Journal of Entomology and Zoology 20:59-64."
"1373","Wales, J.H. 1929.","A note on the breeding habits of the viviparous perch Damalichthys. Copeia 172:57-58."
"1374","Wales, J.H. 1953.","Life history of the blue rockfish Sebastodes mystinus. California Department of Fish and Game 39(4):485-499."
"1375","Wales 1987","Author was cited in Cailliet et al. 2000 but the full citation was missing."
"1376","Walford, L. 1932.","The California barracuda (Sphyraena argentea). California Department of Fish and Game, Fish Bulletin 37, 122 p."
"1377","Walker, B.W. 1952.","A guide to the grunion. California Department of Fish and Game 38(3):409-420."
"1378","Walker, B.W. 1961.","The ecology of the Salton Sea, California, in relation to the sportfishery. California Department of Fish and Game, Fish Bulletin 113, 204 p."
"1379","Wallace, F.R. and J.V. Tagart. 1994.","Status of the coastal black rockfish stocks in Washington and northern Oregon in 1994. In: Status of the Pacific coast groundfish fishery through 1994 and recommended acceptable biological catches for 1995, Appendix F. Pacific Fishery Management Council, Portland, Oregon. 57 p."
"1380","Wallace, F.R., A. Hoffman, and J.V. Tagart. 1999.","Status of the black rockfish resource in 1999. In: Status of the Pacific Coast Groundfish Fishery Through 1999 and Recommended Acceptable Biological Catches for 2000. Appendix: Stock Assessments, 85 p. Pacific Fishery Management Council, Portland, Oregon."
"1381","Walton, J.M. 1979.","Puget Sound artificial reef study. State of Washington Department of Fisheries, Report No. 50, 130 p."
"1382","Wang, J.C.S. 1981.","Taxonomy of the early life stages of fishes--fishes of the Sacramento-San Joaquin Estuary and Moss Landing Harbor-Elkhorn Slough, California. Ecological Analysts, Inc. Concord, California, 94520. 168p."
"1383","Waples, R.S. and R.H.Rosenblatt. 1987.","Patterns of larval drift in southern California marine shore fishes inferred from allozyme data. Fishery Bulletin 85(1):1-11."
"1384","Waples, R.S. 1987.","A mulitspecies approach to the analysis of gene flow in marine shore fishes. Evolution 41(2):385-400."
"1387","Ware, R.R. 1979.","The food habits of the white croaker Genyonemus lineatus and an infaunal analysis near areas of waste discharge in outer Los Angeles Harbor. M.A. Thesis, California State University Long Beach. 164 p."
"1388","Wares, P.G. 1971.","Biology of the pile perch, Rhacochilus vacca, in Yaquina Bay, Oregon. U.S. Department of the Interior Bureau of Sport Fisheries and Wildlife, Technical Papers of the Bureau of Sport Fisheries and Wildlife. Report No. 57, 21 p."
"1389","Wares 1973","Author was cited in Cailliet et al. 2000 but the full citation was missing."
"1390","Warner, R.R. and R.K. Harlan. 1982.","Sperm competition and sperm storage as determinants of sexual dimorphism in the dwarf surfperch, Micrometrus minimus. Evolution 36(1):44-55."
"1391","Warner, R.R. 1975.","The reproducitve biology of the protogynous hermaphrodite Pimelmetopon pulchrum (Pisces: Labridae). Fishery Bulletin 73(2):262-283."
"1392","Washington, P.M., R. Gowan, and D.H. Ito. 1978.","A biological report on eight species of rockfish (Sebastes spp.) from Puget Sound, Washington. NOAA/NMFS, Northwest and Alaska Fisheries Center Processed Report, Reprint F, 50 p."
"1394","Washington, B.B., H.G. Moser, W.A. Laroche, and W.J. Richards. 1984.","Scorpaeniformes: development. In: H.G. Moser (Editor), Ontogeny and Systematics of Fishes, Special Publication No. 1, American Society of Ichthyologists and Herpetologist, p 405-447. Allen Press Inc., Lawrence, Kansas."
"1395","Watson, W. and R.L. Davis Jr. 1989.","Larval fish diets in shallow coastal waters off San Onofre, California. Fishery Bulletin 87(3):569-591."
"1396","Watson, W. 1982.","Development of eggs and larvae of the white croaker, Genyonemus lineatus Ayres (Pisces: Sciaenidae), off the southern California coast. Fishery Bulletin 80(3):403-417."
"1397","Watson, W. 1996a.","Anarhichadidae: Wolffishes. In: H.G. Moser (Editor), The early stages of fishes in the California Current region, California Cooperative Oceanic Fisheries Investigations, Atlas No. 33, p. 1127-1129. Allen Press, Inc., Lawrence, Kansas."
"1398","Watson, W. 1996b.","Haemulidae: Grunts. In: H.G. Moser (Editor), The early lifestages of fishes in the California current region, California Cooperative Oceanic Fisheries Investigations, Atlas No. 33. p 1002-1011. Allen Press, Inc., Lawrence, Kansas."
"1399","Watson, W. 1996c.","Kyphosidae: Sea chubs. In: H.G. Moser (Editor), The early lifestages of fishes in the California current region, p 1038-1045. California Cooperative Oceanic Fisheries Investigations, Atlas No. 33. Allen Press, Inc., Lawrence, Kansas."
"1400","Watson, W. 1996d.","Labridae: Wrasses. In: H.G. Moser (Editor), The early lifestages of fishes in the California current region, p 1088-1103. California Cooperative Oceanic Fisheries Investigations, Atlas No. 33. Allen Press, Inc., Lawrence, Kansas."
"1401","Watson, W. 1996e.","Pomacentridae: Damselfishes. In: H.G. Moser (Editor), The early lifestages of fishes in the California current region, p 1054-1063. California Cooperative Oceanic Fisheries Investigations, Atlas No. 33. Allen Press, Inc., Lawrence, Kansas."
"1402","Watson, W. 1996f.","Serranidae: Sea basses. In: H.G. Moser (Editor), The early stages of fishes in the California Current region, California Cooperative Oceanic Fisheries Investigations, Atlas No. 33, p 876-899. Allen Press, Inc., Lawrence, Kansas."
"1404","Watson, W. and H.J.Walker Jr. 1992.","Larval development of sargo (Anisotremus davidsonii) and salema (Xenistius californiensis) (Pisces: Haemulidae) from the southern California bight. Bulletin of Marine Science 51(3):360-406."
"1405","Watson, W., S.R. Charter, H.G. Moser, D.A. Ambrose, and E.M. Sandknop. 1996.","Carangidae: Jacks. In: H.G. Moser (Editor), The early stages of fishes in the California Current region, California Cooperative Oceanic Fisheries Investigations, Atlas No. 33, p 914-955. Allen Press, Inc., Lawrence, Kansas."
"1406","Watters, D.L. 1992.","Olive rockfish. In: W.S. Leet, C.M. Dewees, and C.W. Haugen (Editors), California's living marine resources and their utilization, p 123. California Sea Grant Extension Program, Department of Wildlife and Fisheries Biology, University of California, Davis, California Sea Grant Extension Publication UCSGEP-92-12."
"1407","Waugh, D.N. 1991.","Gut morphology and phylogenetic relationships of Kyphosid fishes. M.A. Thesis, California State University Fullerton. 101 p."
